OG_ID	NODE_ID	GENE_NUM	GAIN_NUM	BRN_NUM	DUP_NUM	TRN_NUM	LOS_NUM	TRN_DETAIL
OG0000031	insp1	0	0	0	0	0	0	
OG0000031	insp2	0	0	0	0	0	0	
OG0000031	N005	1	0	0	0	0	0	
OG0000031	insp3	1	0	0	0	0	0	
OG0000031	N006	1	0	0	0	0	0	
OG0000031	insp4	1	0	0	0	0	0	
OG0000031	insp5	0	0	0	0	0	1	
OG0000032	N001	0	0	0	0	0	0	
OG0000032	N002	1	1	1	0	0	0	
OG0000032	outsp1	1	0	0	0	0	0	
OG0000032	outsp2	3	2	0	2	0	0	
OG0000032	N003	0	0	0	0	0	0	
OG0000032	N004	0	0	0	0	0	0	
OG0000032	insp1	0	0	0	0	0	0	
OG0000032	insp2	0	0	0	0	0	0	
OG0000032	N005	0	0	0	0	0	0	
OG0000032	insp3	0	0	0	0	0	0	
OG0000032	N006	0	0	0	0	0	0	
OG0000032	insp4	0	0	0	0	0	0	
OG0000032	insp5	0	0	0	0	0	0	
OG0000033	N001	0	0	0	0	0	0	
OG0000033	N002	0	0	0	0	0	0	
OG0000033	outsp1	0	0	0	0	0	0	
OG0000033	outsp2	4	4	1	3	0	0	
OG0000033	N003	0	0	0	0	0	0	
OG0000033	N004	0	0	0	0	0	0	
OG0000033	insp1	0	0	0	0	0	0	
OG0000033	insp2	0	0	0	0	0	0	
OG0000033	N005	0	0	0	0	0	0	
OG0000033	insp3	0	0	0	0	0	0	
OG0000033	N006	0	0	0	0	0	0	
OG0000033	insp4	0	0	0	0	0	0	
OG0000033	insp5	0	0	0	0	0	0	
OG0000034	N001	1	1	1	0	0	0	
OG0000034	N002	1	0	0	0	0	0	
OG0000034	outsp1	1	0	0	0	0	0	
OG0000034	outsp2	0	0	0	0	0	1	
OG0000034	N003	1	0	0	0	0	0	
OG0000034	N004	1	0	0	0	0	0	
OG0000034	insp1	1	0	0	0	0	0	
OG0000034	insp2	0	0	0	0	0	1	
OG0000034	N005	1	0	0	0	0	0	
OG0000034	insp3	0	0	0	0	0	1	
OG0000034	N006	1	0	0	0	0	0	
OG0000034	insp4	0	0	0	0	0	1	
OG0000034	insp5	1	0	0	0	0	0	
OG0000035	N001	1	1	1	0	0	0	
OG0000035	N002	1	0	0	0	0	0	
OG0000035	outsp1	1	0	0	0	0	0	
OG0000035	outsp2	0	0	0	0	0	1	
OG0000035	N003	1	0	0	0	0	0	
OG0000035	N004	1	0	0	0	0	0	
OG0000035	insp1	1	0	0	0	0	0	
OG0000035	insp2	0	0	0	0	0	1	
OG0000035	N005	1	0	0	0	0	0	
OG0000035	insp3	0	0	0	0	0	1	
OG0000035	N006	1	0	0	0	0	0	
OG0000035	insp4	0	0	0	0	0	1	
OG0000035	insp5	1	0	0	0	0	0	
OG0000036	N001	1	1	1	0	0	0	
OG0000036	N002	1	0	0	0	0	0	
OG0000036	outsp1	1	0	0	0	0	0	
OG0000036	outsp2	1	0	0	0	0	0	
OG0000036	N003	1	0	0	0	0	0	
OG0000036	N004	1	0	0	0	0	0	
OG0000036	insp1	1	0	0	0	0	0	
OG0000036	insp2	0	0	0	0	0	1	
OG0000036	N005	0	0	0	0	0	1	
OG0000036	insp3	0	0	0	0	0	0	
OG0000036	N006	0	0	0	0	0	0	
OG0000036	insp4	0	0	0	0	0	0	
OG0000036	insp5	0	0	0	0	0	0	
OG0000037	N001	0	0	0	0	0	0	
OG0000037	N002	0	0	0	0	0	0	
OG0000037	outsp1	0	0	0	0	0	0	
OG0000037	outsp2	0	0	0	0	0	0	
OG0000037	N003	0	0	0	0	0	0	
OG0000037	N004	0	0	0	0	0	0	
OG0000037	insp1	3	3	1	2	0	0	
OG0000037	insp2	0	0	0	0	0	0	
OG0000037	N005	0	0	0	0	0	0	
OG0000037	insp3	0	0	0	0	0	0	
OG0000037	N006	0	0	0	0	0	0	
OG0000037	insp4	0	0	0	0	0	0	
OG0000037	insp5	0	0	0	0	0	0	
OG0000038	N001	0	0	0	0	0	0	
OG0000038	N002	0	0	0	0	0	0	
OG0000038	outsp1	0	0	0	0	0	0	
OG0000038	outsp2	0	0	0	0	0	0	
OG0000038	N003	1	1	1	0	0	0	
OG0000038	N004	1	0	0	0	0	0	
OG0000038	insp1	1	0	0	0	0	0	
OG0000038	insp2	1	0	0	0	0	0	
OG0000038	N005	1	0	0	0	0	0	
OG0000038	insp3	0	0	0	0	0	1	
OG0000038	N006	1	0	0	0	0	0	
OG0000038	insp4	0	0	0	0	0	1	
OG0000038	insp5	1	0	0	0	0	0	
OG0000039	N001	0	0	0	0	0	0	
OG0000039	N002	0	0	0	0	0	0	
OG0000039	outsp1	0	0	0	0	0	0	
OG0000039	outsp2	0	0	0	0	0	0	
OG0000039	N003	1	1	1	0	0	0	
OG0000039	N004	1	0	0	0	0	0	
OG0000039	insp1	1	0	0	0	0	0	
OG0000039	insp2	1	0	0	0	0	0	
OG0000039	N005	1	0	0	0	0	0	
OG0000039	insp3	0	0	0	0	0	1	
OG0000039	N006	1	0	0	0	0	0	
OG0000039	insp4	0	0	0	0	0	1	
OG0000039	insp5	1	0	0	0	0	0	
OG0000040	N001	0	0	0	0	0	0	
OG0000040	N002	0	0	0	0	0	0	
OG0000040	outsp1	0	0	0	0	0	0	
OG0000040	outsp2	0	0	0	0	0	0	
OG0000040	N003	1	1	1	0	0	0	
OG0000040	N004	1	0	0	0	0	0	
OG0000040	insp1	1	0	0	0	0	0	
OG0000040	insp2	1	0	0	0	0	0	
OG0000040	N005	1	0	0	0	0	0	
OG0000040	insp3	0	0	0	0	0	1	
OG0000040	N006	1	0	0	0	0	0	
OG0000040	insp4	0	0	0	0	0	1	
OG0000040	insp5	1	0	0	0	0	0	
OG0000041	N001	0	0	0	0	0	0	
OG0000041	N002	0	0	0	0	0	0	
OG0000041	outsp1	0	0	0	0	0	0	
OG0000041	outsp2	0	0	0	0	0	0	
OG0000041	N003	1	1	1	0	0	0	
OG0000041	N004	1	0	0	0	0	0	
OG0000041	insp1	1	0	0	0	0	0	
OG0000041	insp2	1	0	0	0	0	0	
OG0000041	N005	1	0	0	0	0	0	
OG0000041	insp3	0	0	0	0	0	1	
OG0000041	N006	1	0	0	0	0	0	
OG0000041	insp4	0	0	0	0	0	1	
OG0000041	insp5	1	0	0	0	0	0	
OG0000042	N001	0	0	0	0	0	0	
OG0000042	N002	0	0	0	0	0	0	
OG0000042	outsp1	0	0	0	0	0	0	
OG0000042	outsp2	0	0	0	0	0	0	
OG0000042	N003	1	1	1	0	0	0	
OG0000042	N004	1	0	0	0	0	0	
OG0000042	insp1	1	0	0	0	0	0	
OG0000042	insp2	1	0	0	0	0	0	
OG0000042	N005	1	0	0	0	0	0	
OG0000042	insp3	0	0	0	0	0	1	
OG0000042	N006	1	0	0	0	0	0	
OG0000042	insp4	0	0	0	0	0	1	
OG0000042	insp5	1	0	0	0	0	0	
OG0000043	N001	0	0	0	0	0	0	
OG0000043	N002	0	0	0	0	0	0	
OG0000043	outsp1	0	0	0	0	0	0	
OG0000043	outsp2	0	0	0	0	0	0	
OG0000043	N003	1	1	1	0	0	0	
OG0000043	N004	1	0	0	0	0	0	
OG0000043	insp1	1	0	0	0	0	0	
OG0000043	insp2	1	0	0	0	0	0	
OG0000043	N005	1	0	0	0	0	0	
OG0000043	insp3	0	0	0	0	0	1	
OG0000043	N006	1	0	0	0	0	0	
OG0000043	insp4	0	0	0	0	0	1	
OG0000043	insp5	1	0	0	0	0	0	
OG0000044	N001	0	0	0	0	0	0	
OG0000044	N002	0	0	0	0	0	0	
OG0000044	outsp1	0	0	0	0	0	0	
OG0000044	outsp2	0	0	0	0	0	0	
OG0000044	N003	1	1	1	0	0	0	
OG0000044	N004	1	0	0	0	0	0	
OG0000044	insp1	1	0	0	0	0	0	
OG0000044	insp2	1	0	0	0	0	0	
OG0000044	N005	1	0	0	0	0	0	
OG0000044	insp3	0	0	0	0	0	1	
OG0000044	N006	1	0	0	0	0	0	
OG0000044	insp4	0	0	0	0	0	1	
OG0000044	insp5	1	0	0	0	0	0	
OG0000045	N001	0	0	0	0	0	0	
OG0000045	N002	0	0	0	0	0	0	
OG0000045	outsp1	0	0	0	0	0	0	
OG0000045	outsp2	0	0	0	0	0	0	
OG0000045	N003	1	1	1	0	0	0	
OG0000045	N004	1	0	0	0	0	0	
OG0000045	insp1	1	0	0	0	0	0	
OG0000045	insp2	1	0	0	0	0	0	
OG0000045	N005	1	0	0	0	0	0	
OG0000045	insp3	0	0	0	0	0	1	
OG0000045	N006	1	0	0	0	0	0	
OG0000045	insp4	0	0	0	0	0	1	
OG0000045	insp5	1	0	0	0	0	0	
OG0000046	N001	0	0	0	0	0	0	
OG0000046	N002	0	0	0	0	0	0	
